Sample Name,Data File,Acquired,Location,Batch,Library,Barcode,Job Code,Sample ID,Project,User,Sample State,Sample Type,Description,Notebook,Raw File Name,Instrument,Processed,Container ID,Position,Submitter,Start Date,General Comments,Processing Comments,Overrides Comments,Flag Comments,Set,Subset,Group,Column,Row,Column Num,Row Num,Spare1,Spare2,Spare3,Spare4,Spare5,Product,Product/Standard,TWC_caffeine Rt(min),TWC_caffeine AreaAbs,TWC_caffeine BPM(+),TWC_Substance01 Rt(min),TWC_Substance01 AreaAbs,TWC_Substance01 BPM(+),TWC_o-toluic acid Rt(min),TWC_o-toluic acid AreaAbs,TWC_o-toluic acid BPM(+),TWC_Substance02 Rt(min),TWC_Substance02 AreaAbs,TWC_Substance02 BPM(+),TWC_Substance03 Rt(min),TWC_Substance03 AreaAbs,TWC_Substance03 BPM(+),TWC_Substance04 Rt(min),TWC_Substance04 AreaAbs,TWC_Substance04 BPM(+),TWC_Substance05 Rt(min),TWC_Substance05 AreaAbs,TWC_Substance05 BPM(+),TWC_Substance06 Rt(min),TWC_Substance06 AreaAbs,TWC_Substance06 BPM(+),TWC_Substance07 Rt(min),TWC_Substance07 AreaAbs,TWC_Substance07 BPM(+),UV280_caffeine Rt(min),UV280_caffeine AreaAbs,UV280_caffeine BPM(+),UV280_o-toluic acid Rt(min),UV280_o-toluic acid AreaAbs,UV280_o-toluic acid BPM(+),UV280_Substance03 Rt(min),UV280_Substance03 AreaAbs,UV280_Substance03 BPM(+),UV280_Substance06 Rt(min),UV280_Substance06 AreaAbs,UV280_Substance06 BPM(+),UV280_Substance07 Rt(min),UV280_Substance07 AreaAbs,UV280_Substance07 BPM(+),UV210_Substance05 Rt(min),UV210_Substance05 AreaAbs,UV210_Substance05 BPM(+),UV210_Substance06 Rt(min),UV210_Substance06 AreaAbs,UV210_Substance06 BPM(+),UV210_Substance07 Rt(min),UV210_Substance07 AreaAbs,UV210_Substance07 BPM(+),UV226_caffeine Rt(min),UV226_caffeine AreaAbs,UV226_caffeine BPM(+),UV226_Substance01 Rt(min),UV226_Substance01 AreaAbs,UV226_Substance01 BPM(+),UV226_o-toluic acid Rt(min),UV226_o-toluic acid AreaAbs,UV226_o-toluic acid BPM(+),UV226_Substance02 Rt(min),UV226_Substance02 AreaAbs,UV226_Substance02 BPM(+),UV226_Substance03 Rt(min),UV226_Substance03 AreaAbs,UV226_Substance03 BPM(+),UV226_Substance05 Rt(min),UV226_Substance05 AreaAbs,UV226_Substance05 BPM(+),UV226_Substance06 Rt(min),UV226_Substance06 AreaAbs,UV226_Substance06 BPM(+),UV226_Substance07 Rt(min),UV226_Substance07 AreaAbs,UV226_Substance07 BPM(+),BPI POSITIVE_caffeine Rt(min),BPI POSITIVE_caffeine AreaAbs,BPI POSITIVE_caffeine BPM(+),BPI POSITIVE_o-toluic acid Rt(min),BPI POSITIVE_o-toluic acid AreaAbs,BPI POSITIVE_o-toluic acid BPM(+),BPI POSITIVE_Substance03 Rt(min),BPI POSITIVE_Substance03 AreaAbs,BPI POSITIVE_Substance03 BPM(+),BPI POSITIVE_Substance05 Rt(min),BPI POSITIVE_Substance05 AreaAbs,BPI POSITIVE_Substance05 BPM(+),BPI POSITIVE_Substance06 Rt(min),BPI POSITIVE_Substance06 AreaAbs,BPI POSITIVE_Substance06 BPM(+),BPI POSITIVE_Substance07 Rt(min),BPI POSITIVE_Substance07 AreaAbs,BPI POSITIVE_Substance07 BPM(+),TWC_ester product Rt(min),TWC_ester product AreaAbs,TWC_ester product BPM(+),TWC_Substance08 Rt(min),TWC_Substance08 AreaAbs,TWC_Substance08 BPM(+),UV280_Substance02 Rt(min),UV280_Substance02 AreaAbs,UV280_Substance02 BPM(+),UV210_Substance04 Rt(min),UV210_Substance04 AreaAbs,UV210_Substance04 BPM(+),UV210_Substance08 Rt(min),UV210_Substance08 AreaAbs,UV210_Substance08 BPM(+),UV226_ester product Rt(min),UV226_ester product AreaAbs,UV226_ester product BPM(+),BPI POSITIVE_Substance01 Rt(min),BPI POSITIVE_Substance01 AreaAbs,BPI POSITIVE_Substance01 BPM(+),BPI POSITIVE_Substance02 Rt(min),BPI POSITIVE_Substance02 AreaAbs,BPI POSITIVE_Substance02 BPM(+),BPI POSITIVE_Substance04 Rt(min),BPI POSITIVE_Substance04 AreaAbs,BPI POSITIVE_Substance04 BPM(+),BPI POSITIVE_Substance08 Rt(min),BPI POSITIVE_Substance08 AreaAbs,BPI POSITIVE_Substance08 BPM(+),UV226_Substance04 Rt(min),UV226_Substance04 AreaAbs,UV226_Substance04 BPM(+),UV210_Substance03 Rt(min),UV210_Substance03 AreaAbs,UV210_Substance03 BPM(+),TWC_Substance09 Rt(min),TWC_Substance09 AreaAbs,TWC_Substance09 BPM(+),TWC_Substance10 Rt(min),TWC_Substance10 AreaAbs,TWC_Substance10 BPM(+),TWC_Substance11 Rt(min),TWC_Substance11 AreaAbs,TWC_Substance11 BPM(+),TWC_Substance12 Rt(min),TWC_Substance12 AreaAbs,TWC_Substance12 BPM(+),TWC_Substance13 Rt(min),TWC_Substance13 AreaAbs,TWC_Substance13 BPM(+),UV226_Substance12 Rt(min),UV226_Substance12 AreaAbs,UV226_Substance12 BPM(+),UV280_Substance01 Rt(min),UV280_Substance01 AreaAbs,UV280_Substance01 BPM(+),UV210_Substance01 Rt(min),UV210_Substance01 AreaAbs,UV210_Substance01 BPM(+),UV210_Substance02 Rt(min),UV210_Substance02 AreaAbs,UV210_Substance02 BPM(+),UV210_ester product Rt(min),UV210_ester product AreaAbs,UV210_ester product BPM(+),UV280_Substance05 Rt(min),UV280_Substance05 AreaAbs,UV280_Substance05 BPM(+),BPI POSITIVE_ester product Rt(min),BPI POSITIVE_ester product AreaAbs,BPI POSITIVE_ester product BPM(+),UV210_Substance09 Rt(min),UV210_Substance09 AreaAbs,UV210_Substance09 BPM(+),UV226_Substance08 Rt(min),UV226_Substance08 AreaAbs,UV226_Substance08 BPM(+),UV280_ester product Rt(min),UV280_ester product AreaAbs,UV280_ester product BPM(+),UV280_Substance04 Rt(min),UV280_Substance04 AreaAbs,UV280_Substance04 BPM(+),BPI POSITIVE_Substance09 Rt(min),BPI POSITIVE_Substance09 AreaAbs,BPI POSITIVE_Substance09 BPM(+),UV226_Substance09 Rt(min),UV226_Substance09 AreaAbs,UV226_Substance09 BPM(+),UV280_Substance08 Rt(min),UV280_Substance08 AreaAbs,UV280_Substance08 BPM(+),UV210_Substance10 Rt(min),UV210_Substance10 AreaAbs,UV210_Substance10 BPM(+),UV210_Substance11 Rt(min),UV210_Substance11 AreaAbs,UV210_Substance11 BPM(+),UV226_Substance10 Rt(min),UV226_Substance10 AreaAbs,UV226_Substance10 BPM(+),BPI POSITIVE_Substance11 Rt(min),BPI POSITIVE_Substance11 AreaAbs,BPI POSITIVE_Substance11 BPM(+),BPI POSITIVE_Substance10 Rt(min),BPI POSITIVE_Substance10 AreaAbs,BPI POSITIVE_Substance10 BPM(+),product/caffiene
D10,D10.raw,12/22/19 17:42,10:D,,,,YS01230,,,Yuning,Processed,Sample,D10,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\D10-12-22-19-174258.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,46,,1/1/0001,,,,,,,,10,D,10,4,,,,,,23722.5142,,0.443,369244.2426,195.1,0.389,81489.37644,181,0.76,432687.3158,271,0.838,29092.91291,327.2,0.995,21215.83553,361.2,1.05,25637.36312,361.2,1.432,58834.6915,361.2,1.482,15350.00042,211.1,0,0,0,0.441,21853.27784,195.1,0.757,10981.83487,271,0,0,0,0,0,0,0,0,0,1.424,2133.95858,361.2,0,0,0,0,0,0,0.443,5597.98799,195.1,0.39,2368.26961,181,0.761,10492.79404,271,0.839,437.69283,327.2,0.998,287.9915,361.2,1.433,267.32361,361.2,0,0,0,0,0,0,0.442,736123.4186,195.1,0.748,1319429.978,271,0.994,101518.6779,361.2,0,0,0,1.481,54255.40885,211.1,0,0,0,1.342,23722.51417,361.2,0,0,0,0,0,0,1.067,640.44307,361.2,0,0,0,1.342,519.71041,361.2,0.385,510214.8685,181,0.837,455808.5474,327.2,1.05,122934.9108,361.2,0,0,0,1.05,352.74303,361.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386,3378.495,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064246132
E10,E10.raw,12/22/19 17:45,10:E,,,,YS01230,,,Yuning,Processed,Sample,E10,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\E10-12-22-19-174545.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,58,,1/1/0001,,,,,,,,10,E,10,5,,,,,,32037.1359,,0.444,309160.2264,195,0.285,24741.78316,193.1,0.761,198022.3819,271.2,1.321,63274.09779,198.1,1.431,49705.56305,228.2,1.484,12596.64351,211.1,1.646,16157.38822,282.3,0,0,0,0,0,0,0.441,18566.51344,195,0.758,4289.32408,271.2,0,0,0,0,0,0,0,0,0,1.635,275.18487,282.3,0,0,0,0,0,0,0.443,3212.53214,195,0,0,0,0.761,6195.70506,271.2,1.322,1382.36723,198.1,1.432,238.70791,228.2,1.647,171.24475,282.3,0,0,0,0,0,0,0.444,793448.3159,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.341,32037.13588,573.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.321,56498.52245,198.1,0,0,0,0,0,0,0,0,0,1.422,1942.19242,228.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312,2491.23817,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103626318
F10,F10.raw,12/22/19 17:48,10:F,,,,YS01230,,,Yuning,Processed,Sample,F10,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\F10-12-22-19-174832.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,70,,1/1/0001,,,,,,,,10,F,10,6,,,,,,0,,0.444,273627.2403,195,0.29,24233.23974,159.1,0.762,202314.1069,265.1,0.495,97761.17488,226,0.695,24535.74358,150.3,0.841,28967.2199,327.2,1.113,38613.17326,290.1,1.432,13225.01696,228.2,1.484,10864.09672,211.1,0.442,16267.81818,195,0.759,4081.27079,265.1,0,0,0,0,0,0,0,0,0,1.105,1405.63293,290.1,1.423,588.93759,228.2,1.475,62.52604,211.1,0.444,2734.19019,195,0,0,0,0.762,6193.2181,265.1,0.496,1745.52972,226,0.696,325.37316,150.3,1.114,1114.20701,290.1,0,0,0,0,0,0,0.444,704083.6759,195,0,0,0,0.694,84100.89385,150.3,1.112,79373.76934,290.1,0,0,0,1.483,30547.83887,211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494,125821.7596,226,0.84,485027.0283,327.2,0,0,0,0.841,260.9304,327.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G10,G10.raw,12/22/19 17:51,10:G,,,,YS01230,,,Yuning,Processed,Sample,G10,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\G10-12-22-19-175118.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,82,,1/1/0001,,,,,,,,10,G,10,7,,,,,,0,,0.442,348792.3292,195.1,1.002,338912.1577,269.2,0.76,316694.6373,367.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,21031.39529,195.1,0.758,6269.46218,367.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,3656.01188,195.1,1.003,4804.13112,269.2,0.761,9483.11901,367.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,864432.7466,195.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.004,4270465.211,269.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001,10432.07201,269.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H10,H10.raw,12/22/19 17:54,10:H,,,,YS01230,,,Yuning,Processed,Sample,H10,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\H10-12-22-19-175403.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,94,,1/1/0001,,,,,,,,10,H,10,8,,,,,,53884.1318,,0.443,370133.4039,195,0.288,24091.44992,271.2,0.76,237826.128,265.1,0.693,24122.32881,150.3,0.838,46395.20328,327.2,1.111,66807.96822,290.1,1.321,19938.13542,167,1.431,46254.08525,228.2,1.483,18190.25432,211.1,0.44,22277.45426,195,0.757,5001.65426,265.1,0,0,0,0,0,0,0,0,0,1.331,2059.46746,167,1.421,1883.06372,228.2,0,0,0,0.443,3810.84236,195,0,0,0,0.76,7182.10226,265.1,0.694,325.61818,150.3,0.838,442.57486,327.2,0,0,0,1.432,246.82674,228.2,0,0,0,0.442,821012.4966,195,0,0,0,0.837,703005.6178,327.2,0,0,0,0,0,0,1.483,54781.87226,211.1,1.341,53884.13178,263.1,0,0,0,0,0,0,1.103,2317.95131,290.1,0,0,0,1.341,1303.76324,263.1,0,0,0,0.694,86340.78813,150.3,1.112,84263.61118,290.1,0,0,0,1.113,1692.83771,290.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145580299
A11,A11.raw,12/22/19 17:56,11:A,,,,YS01230,,,Yuning,Processed,Sample,A11,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\A11-12-22-19-175649.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,11,,1/1/0001,,,,,,,,11,A,11,1,,,,,,26287.9039,,0.443,266031.7508,195.1,0.848,62768.04186,353.2,0.759,122360.73,167,0.964,103090.3924,279,1.112,8139.52594,290.1,1.32,75146.40879,198.1,1.43,31480.54607,228.2,1.482,9027.81645,211.1,1.645,9130.56284,282.3,0.44,15965.72826,195.1,0,0,0,0,0,0,0,0,0,0,0,0,1.421,1181.11131,228.2,0,0,0,1.634,150.20026,282.3,0.443,2677.31625,195.1,0.848,1532.92311,353.2,0.76,3516.18514,167,0.965,3972.05905,279,1.113,177.84215,290.1,1.431,158.96562,228.2,0,0,0,0,0,0,0.444,652183.1168,195.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.339,26287.90395,167,0,0,0,0,0,0,1.311,2718.02601,198.1,0,0,0,0,0,0,0.848,1047385.58,353.2,0.965,863946.5656,279,0,0,0,0,0,0,1.321,1442.39345,198.1,1.102,353.46924,290.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098814912
B11,B11.raw,12/22/19 17:59,11:B,,,,YS01230,,,Yuning,Processed,Sample,B11,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\B11-12-22-19-175936.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,23,,1/1/0001,,,,,,,,11,B,11,2,,,,,,14384.6233,,0.442,376101.4761,195,0.296,24521.67667,150.3,0.759,287065.8424,265.1,0.529,65186.39237,220.1,0.836,34292.60731,327.2,1.32,51703.4295,198.1,1.429,29969.52427,330.2,1.483,21677.03827,330.2,1.498,10964.08882,251.1,0.44,22835.0568,195,0.757,6185.74389,265.1,0,0,0,0,0,0,0,0,0,1.421,1225.07521,330.2,1.477,322.45345,330.2,0,0,0,0.443,3891.69069,195,0,0,0,0.76,8776.37609,265.1,0.529,1391.6648,220.1,0.838,442.05641,327.2,1.431,173.59937,330.2,0,0,0,1.499,214.44907,251.1,0.444,987469.2299,195,0,0,0,0.837,486008.179,327.2,0,0,0,1.487,370225.4334,330.2,0,0,0,1.339,14384.62328,198.1,0,0,0,0,0,0,1.311,1356.22399,198.1,0,0,0,1.341,681.12775,198.1,0,0,0,0.529,768263.0913,220.1,1.321,1468810.964,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.318,4086.56131,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038246655
C11,C11.raw,12/22/19 18:02,11:C,,,,YS01230,,,Yuning,Processed,Sample,C11,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\C11-12-22-19-180222.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,35,,1/1/0001,,,,,,,,11,C,11,3,,,,,,0,,0.442,376546.0816,195,0.824,159938.761,305.2,0.759,258050.2105,267.1,1.024,12966.96455,395.3,1.23,20792.19067,213.1,1.431,30410.32647,228.2,1.48,21190.63778,226.1,0,0,0,0,0,0,0.44,22609.94401,195,0.757,5254.72623,267.1,0,0,0,0,0,0,0,0,0,1.466,317.12818,226.1,0,0,0,0,0,0,0.443,3982.85001,195,0.824,3823.2917,305.2,0.759,8135.10535,267.1,1.024,403.88658,395.3,1.23,548.40415,213.1,1.479,278.34046,226.1,0,0,0,0,0,0,0.442,742543.3418,195,0,0,0,1.229,88705.49335,213.1,1.462,337556.4407,226.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,1103.30555,228.2,0,0,0,0,0,0,0.821,2644115.65,305.2,1.023,363588.5875,395.3,0,0,0,0,0,0,1.431,202.26622,228.2,1.221,883.4672,213.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.014,423.00912,395.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11,D11.raw,12/22/19 18:05,11:D,,,,YS01230,,,Yuning,Processed,Sample,D11,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\D11-12-22-19-180508.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,47,,1/1/0001,,,,,,,,11,D,11,4,,,,,,44890.6485,,0.444,382619.2943,195.1,0.392,121292.6539,181,0.761,423014.4293,271,0.837,75317.55613,327.2,0.996,16381.7462,361.2,1.028,18131.28582,417.2,1.05,32356.84798,471.2,1.433,37702.63574,361.2,1.484,14821.03629,361.2,0.442,22534.00138,195.1,0.758,11539.6128,271,0,0,0,0,0,0,0,0,0,1.069,610.24525,471.2,1.425,1354.25084,361.2,1.474,40.90802,361.2,0.444,6097.53839,195.1,0.393,2932.93118,181,0.762,10429.43143,271,0.838,910.17306,327.2,0.998,230.08066,361.2,1.05,436.53436,471.2,1.434,141.1209,361.2,0,0,0,0.444,716513.4793,195.1,0.748,1328330.68,271,0.996,108547.4648,361.2,1.044,213046.1985,471.2,0,0,0,0,0,0,1.342,44890.64846,198.1,0,0,0,0,0,0,1.04,165.94637,417.2,0,0,0,1.343,1154.49946,198.1,0.385,683130.9435,181,0.837,950313.7809,327.2,1.027,148611.7866,417.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388,5153.18287,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117324581
E11,E11.raw,12/22/19 18:07,11:E,,,,YS01230,,,Yuning,Processed,Sample,E11,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\E11-12-22-19-180755.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,59,,1/1/0001,,,,,,,,11,E,11,5,,,,,,98212.7381,,0.443,344201.8821,195.1,0.287,22133.26928,203.2,0.759,94731.31285,271.2,1.028,13456.48001,458.2,1.32,235447.8633,198.1,1.43,59550.71261,228.2,1.482,17499.32834,211.1,1.644,17620.29548,282.3,0,0,0,0.44,20691.59401,195.1,0,0,0,1.318,4814.55037,198.1,0,0,0,0,0,0,0,0,0,1.634,302.78702,282.3,0,0,0,0.443,3553.24015,195.1,0.31,1384.78071,203.2,0.76,2882.78412,271.2,0,0,0,1.321,4992.75484,198.1,0,0,0,0,0,0,0,0,0,0.444,888084.0039,195.1,0,0,0,1.321,426564.6695,198.1,1.481,62013.62402,211.1,0,0,0,0,0,0,1.339,98212.73807,573.4,0,0,0,0,0,0,1.421,2308.90131,228.2,0,0,0,0,0,0,0,0,0,1.025,226475.6971,458.2,0,0,0,0,0,0,1.431,274.72541,228.2,1.311,8839.92195,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.019,151.60028,458.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285334692
F11,F11.raw,12/22/19 18:10,11:F,,,,YS01230,,,Yuning,Processed,Sample,F11,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\F11-12-22-19-181041.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,71,,1/1/0001,,,,,,,,11,F,11,6,,,,,,60520.715,,0.442,342434.9895,195,0.495,37138.51994,226,0.759,199439.0356,265.1,0.693,46158.46733,150.3,0.837,51415.36485,327.2,0.877,18548.58807,461.2,0.894,12358.48264,461.2,1.044,12236.39926,417.3,1.11,12503.87363,290.1,0.439,20815.69131,195,0.757,4065.95725,265.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.102,452.75517,290.1,0.442,3469.32459,195,0.496,648.26485,226,0.759,5906.03584,265.1,0.693,609.77798,150.3,0.838,450.8005,327.2,0,0,0,0,0,0,1.112,301.58535,290.1,0.442,839049.0244,195,0,0,0,0.835,765127.5764,327.2,0,0,0,1.042,201799.3479,417.3,1.11,39139.4376,290.1,1.339,60520.71505,262.9,1.194,57823.41726,469.2,0,0,0,0,0,0,1.186,2287.91592,469.2,1.34,1655.26442,262.9,0.49,57682.25145,226,0.692,142220.7634,150.3,0.894,115091.4469,461.2,1.194,182934.2165,469.2,0.879,567.49153,461.2,0,0,0,1.32,31426.68077,428.2,1.43,28367.93387,228.3,1.483,19281.52154,211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.331,2960.64582,428.2,1.195,1208.78097,469.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,1143.69619,228.3,1.472,48.03672,211.1,1.431,101.3843,228.3,1.481,61576.24404,211.1,0,0,0,0.176736364
G11,G11.raw,12/22/19 18:13,11:G,,,,YS01230,,,Yuning,Processed,Sample,G11,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\G11-12-22-19-181328.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,83,,1/1/0001,,,,,,,,11,G,11,7,,,,,,28898.2516,,0.443,350467.8029,195,0.836,93832.65738,327.2,0.759,263160.4249,265,1.002,281600.8968,269.2,1.434,36389.74725,359.3,1.481,20739.41309,269.2,0,0,0,0,0,0,0,0,0,0.44,21062.28739,195,0.757,5655.61521,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,3569.95945,195,0.836,874.35334,327.2,0.76,7995.1776,265,1.002,4134.59241,269.2,1.441,214.61607,359.3,0,0,0,0,0,0,0,0,0,0.442,761786.4776,195,0,0,0,1.44,109841.8901,359.3,0,0,0,0,0,0,0,0,0,1.34,28898.25157,269.2,0,0,0,0.999,9298.8736,269.2,1.472,74.67447,269.2,0,0,0,1.341,814.90594,269.2,0.835,1115483.127,327.2,1,4003299.279,269.2,0,0,0,0,0,0,0,0,0,1.422,1141.72162,359.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.331,1044.12844,269.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082456224
H11,H11.raw,12/22/19 18:16,11:H,,,,YS01230,,,Yuning,Processed,Sample,H11,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\H11-12-22-19-181613.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,95,,1/1/0001,,,,,,,,11,H,11,8,,,,,,15879.2666,,0.443,288024.273,195,0.693,39666.2811,150.2,0.759,203746.6713,265,0.837,76755.03271,327.2,1.044,12698.39327,417.3,1.112,30696.69005,290.1,1.32,24682.7326,198.2,1.431,17987.52955,228.2,1.482,13588.95817,359.3,0.44,17343.93044,195,0.757,3973.7594,265,0,0,0,0,0,0,0,0,0,1.311,1093.56138,198.2,1.421,709.94564,228.2,1.472,47.99879,359.3,0.443,2887.55903,195,0.693,638.1906,150.2,0.76,6103.3229,265,0.837,766.99657,327.2,0,0,0,0,0,0,0,0,0,0,0,0,0.442,740842.6095,195,0,0,0,1.042,324779.3559,417.3,0,0,0,0,0,0,1.479,59752.9185,359.3,1.339,15879.26661,261,0,0,0,0,0,0,1.102,1041.73068,290.1,0,0,0,1.341,730.84671,261,0.692,123279.555,150.2,0.835,947974.9527,327.2,1.11,64451.37978,290.1,0,0,0,1.113,804.00823,290.1,1.036,106.14821,417.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055131696
